facility_id,URL,slug,corp_type
15138,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015138,15138,For profit - Corporation
15139,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015139,15139,For profit - Corporation
15141,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015141,15141,For profit - Corporation
15142,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015142,15142,For profit - Corporation
15143,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015143,15143,For profit - Limited Liability company
15144,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015144,15144,For profit - Corporation
15145,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015145,15145,For profit - Corporation
15147,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015147,15147,For profit - Corporation
15148,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015148,15148,For profit - Corporation
15149,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015149,15149,For profit - Corporation
15150,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015150,15150,Government - County
15151,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015151,15151,For profit - Limited Liability company
15152,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015152,15152,For profit - Corporation
15153,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015153,15153,For profit - Corporation
15154,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015154,15154,Government - County
15155,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015155,15155,For profit - Corporation
15156,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015156,15156,For profit - Corporation
15157,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015157,15157,For profit - Corporation
15158,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015158,15158,Government - County
15159,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015159,15159,For profit - Corporation
15160,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015160,15160,For profit - Corporation
15162,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015162,15162,For profit - Corporation
15163,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015163,15163,For profit - Corporation
15164,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015164,15164,For profit - Corporation
15166,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015166,15166,For profit - Corporation
15167,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015167,15167,Non profit - Corporation
15168,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015168,15168,Non profit - Other
15169,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015169,15169,For profit - Partnership
15171,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015171,15171,For profit - Corporation
15174,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015174,15174,For profit - Corporation
15175,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015175,15175,Non profit - Corporation
15176,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015176,15176,For profit - Corporation
15177,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015177,15177,For profit - Corporation
15178,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015178,15178,Government - County
15179,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015179,15179,For profit - Limited Liability company
15180,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015180,15180,For profit - Individual
15182,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015182,15182,For profit - Individual
15183,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015183,15183,For profit - Partnership
15184,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015184,15184,For profit - Corporation
15186,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015186,15186,For profit - Corporation
15187,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015187,15187,For profit - Corporation
15188,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015188,15188,For profit - Corporation
15189,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015189,15189,For profit - Corporation
15191,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015191,15191,For profit - Corporation
15192,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015192,15192,For profit - Partnership
15193,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015193,15193,For profit - Limited Liability company
15194,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015194,15194,Government - City
15195,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015195,15195,Non profit - Corporation
15196,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015196,15196,For profit - Corporation
15197,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015197,15197,For profit - Corporation
15199,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015199,15199,For profit - Corporation
15200,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015200,15200,Government - County
15201,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015201,15201,For profit - Corporation
15202,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015202,15202,For profit - Corporation
15203,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015203,15203,For profit - Corporation
15204,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015204,15204,For profit - Corporation
15206,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015206,15206,For profit - Corporation
15207,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015207,15207,For profit - Corporation
15208,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015208,15208,For profit - Corporation
15209,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015209,15209,For profit - Corporation
15210,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015210,15210,For profit - Corporation
15211,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015211,15211,For profit - Corporation
15212,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015212,15212,For profit - Corporation
15213,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015213,15213,For profit - Corporation
15214,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015214,15214,For profit - Corporation
15215,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015215,15215,Government - County
15216,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015216,15216,Non profit - Corporation
15217,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015217,15217,For profit - Partnership
15220,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015220,15220,Government - City
15221,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015221,15221,For profit - Corporation
15222,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015222,15222,Non profit - Other
15223,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015223,15223,For profit - Corporation
15225,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015225,15225,For profit - Corporation
15227,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015227,15227,For profit - Corporation
15228,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015228,15228,For profit - Corporation
15303,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015303,15303,For profit - Individual
15315,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015315,15315,For profit - Individual
15320,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015320,15320,Government - City
15321,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015321,15321,For profit - Corporation
15322,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015322,15322,For profit - Corporation
15326,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015326,15326,For profit - Corporation
15330,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015330,15330,Government - City
15331,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015331,15331,For profit - Corporation
15336,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015336,15336,For profit - Corporation
15361,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015361,15361,Non profit - Corporation
15369,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015369,15369,Non profit - Corporation
15371,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015371,15371,For profit - Individual
15372,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015372,15372,For profit - Corporation
15373,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015373,15373,Government - County
15374,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015374,15374,For profit - Corporation
15375,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015375,15375,Non profit - Other
15376,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015376,15376,For profit - Corporation
15378,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015378,15378,For profit - Corporation
15379,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015379,15379,For profit - Partnership
15381,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015381,15381,Non profit - Corporation
15382,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015382,15382,For profit - Corporation
15383,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015383,15383,For profit - Corporation
15386,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015386,15386,For profit - Corporation
15388,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015388,15388,For profit - Corporation
15390,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015390,15390,For profit - Corporation
15391,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015391,15391,For profit - Corporation
15392,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015392,15392,For profit - Corporation
15393,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015393,15393,For profit - Corporation
15396,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015396,15396,For profit - Corporation
15397,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015397,15397,For profit - Corporation
15398,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015398,15398,For profit - Corporation
15400,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015400,15400,For profit - Corporation
15402,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015402,15402,Non profit - Church related
15403,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015403,15403,For profit - Corporation
15404,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015404,15404,For profit - Corporation
15406,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015406,15406,For profit - Corporation
15407,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015407,15407,For profit - Corporation
15408,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015408,15408,For profit - Corporation
15410,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015410,15410,Non profit - Other
15411,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015411,15411,For profit - Corporation
15413,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015413,15413,For profit - Corporation
15414,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015414,15414,For profit - Corporation
15415,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015415,15415,For profit - Corporation
15416,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015416,15416,For profit - Partnership
15417,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015417,15417,Non profit - Corporation
15419,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015419,15419,For profit - Corporation
15420,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015420,15420,Government - County
15422,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015422,15422,For profit - Corporation
15423,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015423,15423,For profit - Corporation
15424,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015424,15424,For profit - Corporation
15425,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015425,15425,For profit - Corporation
15426,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015426,15426,For profit - Corporation
15429,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015429,15429,For profit - Partnership
15431,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015431,15431,For profit - Corporation
15433,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015433,15433,For profit - Corporation
15434,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015434,15434,For profit - Corporation
15435,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015435,15435,For profit - Corporation
15436,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015436,15436,For profit - Corporation
15437,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015437,15437,For profit - Corporation
15440,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015440,15440,For profit - Corporation
15442,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015442,15442,For profit - Corporation
15443,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015443,15443,For profit - Corporation
15445,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015445,15445,For profit - Individual
15446,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015446,15446,Non profit - Corporation
15447,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015447,15447,For profit - Corporation
15448,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015448,15448,For profit - Corporation
15450,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015450,15450,Non profit - Corporation
15451,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015451,15451,For profit - Corporation
15452,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015452,15452,Non profit - Corporation
15453,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015453,15453,For profit - Corporation
15454,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015454,15454,Non profit - Corporation
15455,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015455,15455,For profit - Partnership
15456,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015456,15456,For profit - Corporation
15457,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015457,15457,Non profit - Church related
15458,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015458,15458,For profit - Corporation
15459,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015459,15459,For profit - Corporation
15460,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015460,15460,For profit - Corporation
15461,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015461,15461,For profit - Corporation
15463,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015463,15463,For profit - Individual
15464,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015464,15464,For profit - Corporation
15465,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015465,15465,For profit - Corporation
15467,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015467,15467,For profit - Corporation
15468,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=015468,15468,For profit - Corporation
01A193,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=01A193,01A193,Non profit - Corporation
01A208,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=01A208,01A208,For profit - Corporation
25010,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=025010,25010,Non profit - Church related
25015,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=025015,25015,Non profit - Corporation
25018,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=025018,25018,Non profit - Church related
25019,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=025019,25019,Government - City/county
25020,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=025020,25020,Non profit - Corporation
25021,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=025021,25021,Non profit - Corporation
25024,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=025024,25024,Government - City
25025,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=025025,25025,For profit - Corporation
25026,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=025026,25026,Non profit - Corporation
25027,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=025027,25027,Non profit - Corporation
25028,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=025028,25028,Government - City
25030,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=025030,25030,Non profit - Corporation
25031,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=025031,25031,Government - County
25032,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=025032,25032,Government - City
25034,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=025034,25034,Government - City
25035,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=025035,25035,Government - Federal
25036,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=025036,25036,Non profit - Church related
25037,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=025037,25037,Government - Federal
35003,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035003,35003,Non profit - Corporation
35004,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035004,35004,For profit - Corporation
35014,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035014,35014,For profit - Corporation
35016,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035016,35016,Non profit - Other
35059,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035059,35059,For profit - Corporation
35062,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035062,35062,For profit - Limited Liability company
35064,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035064,35064,For profit - Corporation
35068,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035068,35068,For profit - Individual
35070,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035070,35070,For profit - Corporation
35071,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035071,35071,For profit - Partnership
35072,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035072,35072,For profit - Corporation
35073,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035073,35073,For profit - Corporation
35074,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035074,35074,Non profit - Corporation
35076,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035076,35076,For profit - Corporation
35083,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035083,35083,For profit - Corporation
35084,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035084,35084,For profit - Partnership
35085,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035085,35085,For profit - Limited Liability company
35086,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035086,35086,For profit - Corporation
35088,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035088,35088,For profit - Corporation
35090,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035090,35090,For profit - Corporation
35091,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035091,35091,For profit - Limited Liability company
35092,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035092,35092,For profit - Corporation
35093,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035093,35093,For profit - Corporation
35094,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=035094,35094,For profit - Corporation
